kind,noise,replicate,method,ari,rule_recovery,prototype_size,target_ari,coverage,mean_margin
REL,0.25,39,VALUE_PAM,-0.004290113026172506,,,,,
REL,0.25,39,RELATION_PAM,0.5338650295194961,,,,,
REL,0.25,39,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,0,VALUE_PAM,-0.007338396513320836,,,,,
REL,0.5,0,RELATION_PAM,0.636962826258898,,,,,
REL,0.5,0,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.5,1,VALUE_PAM,-0.006747346232025898,,,,,
REL,0.5,1,RELATION_PAM,0.7784204195297181,,,,,
REL,0.5,1,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,2,VALUE_PAM,-0.006940509581994174,,,,,
REL,0.5,2,RELATION_PAM,0.778416246666086,,,,,
REL,0.5,2,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.5,3,VALUE_PAM,-0.007148887336827822,,,,,
REL,0.5,3,RELATION_PAM,1.0,,,,,
REL,0.5,3,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.5,4,VALUE_PAM,-0.005837368100195599,,,,,
REL,0.5,4,RELATION_PAM,0.8083970471921962,,,,,
REL,0.5,4,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,5,VALUE_PAM,-0.0012803585003801064,,,,,
REL,0.5,5,RELATION_PAM,0.7490018832391714,,,,,
REL,0.5,5,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.5,6,VALUE_PAM,-0.003907390145844514,,,,,
REL,0.5,6,RELATION_PAM,0.7784287647854999,,,,,
REL,0.5,6,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,7,VALUE_PAM,-0.007116968698517298,,,,,
REL,0.5,7,RELATION_PAM,0.9016739602778713,,,,,
REL,0.5,7,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,8,VALUE_PAM,-0.007316108621144213,,,,,
REL,0.5,8,RELATION_PAM,0.8389245788027806,,,,,
REL,0.5,8,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,9,VALUE_PAM,0.020460959548447788,,,,,
REL,0.5,9,RELATION_PAM,0.691866596361719,,,,,
REL,0.5,9,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,10,VALUE_PAM,-0.0014689230957554242,,,,,
REL,0.5,10,RELATION_PAM,0.7201805818067125,,,,,
REL,0.5,10,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.5,11,VALUE_PAM,-0.003756177924217463,,,,,
REL,0.5,11,RELATION_PAM,1.0,,,,,
REL,0.5,11,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,12,VALUE_PAM,0.019575533878196678,,,,,
REL,0.5,12,RELATION_PAM,0.9338895113981978,,,,,
REL,0.5,12,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,13,VALUE_PAM,-0.0014123462602247984,,,,,
REL,0.5,13,RELATION_PAM,0.6641290556461845,,,,,
REL,0.5,13,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,14,VALUE_PAM,-0.005099244756692171,,,,,
REL,0.5,14,RELATION_PAM,0.6370038412291933,,,,,
REL,0.5,14,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,15,VALUE_PAM,-0.005099244756692171,,,,,
REL,0.5,15,RELATION_PAM,0.8700237279198524,,,,,
REL,0.5,15,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.5,16,VALUE_PAM,-0.0026329647182727752,,,,,
REL,0.5,16,RELATION_PAM,0.9016739602778713,,,,,
REL,0.5,16,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,17,VALUE_PAM,-0.008192071110943713,,,,,
REL,0.5,17,RELATION_PAM,0.7784204195297181,,,,,
REL,0.5,17,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,18,VALUE_PAM,0.005535146533120274,,,,,
REL,0.5,18,RELATION_PAM,0.9016739602778713,,,,,
REL,0.5,18,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,19,VALUE_PAM,0.025478726534455366,,,,,
REL,0.5,19,RELATION_PAM,0.5588432596051773,,,,,
REL,0.5,19,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.5,20,VALUE_PAM,-0.003954653308726601,,,,,
REL,0.5,20,RELATION_PAM,0.9338895113981978,,,,,
REL,0.5,20,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.5,21,VALUE_PAM,-0.008192071110943713,,,,,
REL,0.5,21,RELATION_PAM,0.966664391091358,,,,,
REL,0.5,21,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.5,22,VALUE_PAM,0.015053121052965818,,,,,
REL,0.5,22,RELATION_PAM,0.35458234856545606,,,,,
REL,0.5,22,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,23,VALUE_PAM,-0.005761613251710479,,,,,
REL,0.5,23,RELATION_PAM,0.7201489638677875,,,,,
REL,0.5,23,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,24,VALUE_PAM,-0.005932077710218004,,,,,
REL,0.5,24,RELATION_PAM,0.9016739602778713,,,,,
REL,0.5,24,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,25,VALUE_PAM,0.0016101694915254237,,,,,
REL,0.5,25,RELATION_PAM,0.8083970471921962,,,,,
REL,0.5,25,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,26,VALUE_PAM,-0.005837368100195599,,,,,
REL,0.5,26,RELATION_PAM,0.9016758119531366,,,,,
REL,0.5,26,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,27,VALUE_PAM,-0.007793509644232873,,,,,
REL,0.5,27,RELATION_PAM,0.9338895113981978,,,,,
REL,0.5,27,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,28,VALUE_PAM,-0.007012688730750405,,,,,
REL,0.5,28,RELATION_PAM,0.8389336785735303,,,,,
REL,0.5,28,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,29,VALUE_PAM,-0.00790735219017182,,,,,
REL,0.5,29,RELATION_PAM,0.8700237279198524,,,,,
REL,0.5,29,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,30,VALUE_PAM,-0.008436593725283418,,,,,
REL,0.5,30,RELATION_PAM,0.9338895113981978,,,,,
REL,0.5,30,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,31,VALUE_PAM,0.005272957964638226,,,,,
REL,0.5,31,RELATION_PAM,0.966664391091358,,,,,
REL,0.5,31,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,32,VALUE_PAM,-0.008436593725283418,,,,,
REL,0.5,32,RELATION_PAM,0.6641290556461845,,,,,
REL,0.5,32,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,33,VALUE_PAM,-0.0038412291933418692,,,,,
REL,0.5,33,RELATION_PAM,1.0,,,,,
REL,0.5,33,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,34,VALUE_PAM,-0.008173084845189249,,,,,
REL,0.5,34,RELATION_PAM,0.966664391091358,,,,,
REL,0.5,34,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,35,VALUE_PAM,-0.008192071110943713,,,,,
REL,0.5,35,RELATION_PAM,0.9016739602778713,,,,,
REL,0.5,35,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,0.9916666666666667,1.0
REL,0.5,36,VALUE_PAM,-0.001355775816819623,,,,,
REL,0.5,36,RELATION_PAM,0.7490042466643441,,,,,
REL,0.5,36,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,37,VALUE_PAM,-0.003907390145844514,,,,,
REL,0.5,37,RELATION_PAM,0.8700188323917137,,,,,
REL,0.5,37,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,38,VALUE_PAM,0.009453860640301319,,,,,
REL,0.5,38,RELATION_PAM,0.8083916347303698,,,,,
REL,0.5,38,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.5,39,VALUE_PAM,0.0016947716295229217,,,,,
REL,0.5,39,RELATION_PAM,0.8389336785735303,,,,,
REL,0.5,39,RR_DIRECT,1.0,0.16666666666666666,50.0,1.0,1.0,1.0
REL,0.75,0,VALUE_PAM,0.005254224919432864,,,,,
REL,0.75,0,RELATION_PAM,0.8389276121739417,,,,,
REL,0.75,0,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,1,VALUE_PAM,0.005272957964638226,,,,,
REL,0.75,1,RELATION_PAM,0.8700237279198524,,,,,
REL,0.75,1,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,2,VALUE_PAM,0.009603072983354673,,,,,
REL,0.75,2,RELATION_PAM,0.5843195962677362,,,,,
REL,0.75,2,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,3,VALUE_PAM,-0.008173084845189249,,,,,
REL,0.75,3,RELATION_PAM,0.7490396927016645,,,,,
REL,0.75,3,RR_DIRECT,1.0,0.8333333333333334,50.0,1.0,1.0,1.0
REL,0.75,4,VALUE_PAM,-0.00847457627118644,,,,,
REL,0.75,4,RELATION_PAM,0.870020056308321,,,,,
REL,0.75,4,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,5,VALUE_PAM,-0.005761613251710479,,,,,
REL,0.75,5,RELATION_PAM,1.0,,,,,
REL,0.75,5,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,6,VALUE_PAM,0.03231089233781024,,,,,
REL,0.75,6,RELATION_PAM,0.8083970471921962,,,,,
REL,0.75,6,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,7,VALUE_PAM,-0.007202304737516005,,,,,
REL,0.75,7,RELATION_PAM,0.9016739602778713,,,,,
REL,0.75,7,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,8,VALUE_PAM,0.005366612608244341,,,,,
REL,0.75,8,RELATION_PAM,0.9338888888888889,,,,,
REL,0.75,8,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,9,VALUE_PAM,-0.0014500634402755121,,,,,
REL,0.75,9,RELATION_PAM,0.9016739602778713,,,,,
REL,0.75,9,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,10,VALUE_PAM,-0.005761613251710479,,,,,
REL,0.75,10,RELATION_PAM,0.778416246666086,,,,,
REL,0.75,10,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,11,VALUE_PAM,-0.0010730194437711927,,,,,
REL,0.75,11,RELATION_PAM,0.8700237279198524,,,,,
REL,0.75,11,RR_DIRECT,1.0,0.8333333333333334,50.0,1.0,1.0,1.0
REL,0.75,12,VALUE_PAM,-0.00813511445889484,,,,,
REL,0.75,12,RELATION_PAM,0.966664391091358,,,,,
REL,0.75,12,RR_DIRECT,1.0,0.5,50.0,1.0,1.0,1.0
REL,0.75,13,VALUE_PAM,-0.0033877889031092372,,,,,
REL,0.75,13,RELATION_PAM,0.8389336785735303,,,,,
REL,0.75,13,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,14,VALUE_PAM,-0.0049101568287159515,,,,,
REL,0.75,14,RELATION_PAM,0.966664391091358,,,,,
REL,0.75,14,RR_DIRECT,1.0,0.5,50.0,1.0,1.0,1.0
REL,0.75,15,VALUE_PAM,-0.007705986959098993,,,,,
REL,0.75,15,RELATION_PAM,0.8700237279198524,,,,,
REL,0.75,15,RR_DIRECT,1.0,0.5,50.0,1.0,1.0,1.0
REL,0.75,16,VALUE_PAM,-0.003756177924217463,,,,,
REL,0.75,16,RELATION_PAM,0.7201647737303596,,,,,
REL,0.75,16,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,17,VALUE_PAM,-0.005894191726004826,,,,,
REL,0.75,17,RELATION_PAM,0.8083970471921962,,,,,
REL,0.75,17,RR_DIRECT,1.0,0.8333333333333334,50.0,1.0,1.0,1.0
REL,0.75,18,VALUE_PAM,0.001845140032948929,,,,,
REL,0.75,18,RELATION_PAM,0.966664391091358,,,,,
REL,0.75,18,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,19,VALUE_PAM,-0.003756177924217463,,,,,
REL,0.75,19,RELATION_PAM,0.9016739602778713,,,,,
REL,0.75,19,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,20,VALUE_PAM,-0.0014500634402755121,,,,,
REL,0.75,20,RELATION_PAM,1.0,,,,,
REL,0.75,20,RR_DIRECT,1.0,0.5,50.0,1.0,1.0,1.0
REL,0.75,21,VALUE_PAM,-0.005951021772547616,,,,,
REL,0.75,21,RELATION_PAM,0.7201542340204656,,,,,
REL,0.75,21,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,22,VALUE_PAM,-0.00790735219017182,,,,,
REL,0.75,22,RELATION_PAM,0.9338895113981978,,,,,
REL,0.75,22,RR_DIRECT,1.0,0.5,50.0,1.0,1.0,1.0
REL,0.75,23,VALUE_PAM,-0.007660725839656491,,,,,
REL,0.75,23,RELATION_PAM,0.8083970471921962,,,,,
REL,0.75,23,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,24,VALUE_PAM,-0.001186102828525773,,,,,
REL,0.75,24,RELATION_PAM,0.8389336785735303,,,,,
REL,0.75,24,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,25,VALUE_PAM,-0.00790735219017182,,,,,
REL,0.75,25,RELATION_PAM,0.9338895113981978,,,,,
REL,0.75,25,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,26,VALUE_PAM,0.0016477722119694173,,,,,
REL,0.75,26,RELATION_PAM,0.9338895113981978,,,,,
REL,0.75,26,RR_DIRECT,1.0,0.5,50.0,1.0,1.0,1.0
REL,0.75,27,VALUE_PAM,-0.003954653308726601,,,,,
REL,0.75,27,RELATION_PAM,0.9338895113981978,,,,,
REL,0.75,27,RR_DIRECT,1.0,0.5,50.0,1.0,1.0,1.0
REL,0.75,28,VALUE_PAM,-0.005761613251710479,,,,,
REL,0.75,28,RELATION_PAM,0.664122730407885,,,,,
REL,0.75,28,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,29,VALUE_PAM,-0.007793509644232873,,,,,
REL,0.75,29,RELATION_PAM,0.966664391091358,,,,,
REL,0.75,29,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.75,30,VALUE_PAM,0.009463187728929106,,,,,
REL,0.75,30,RELATION_PAM,0.7784287647854999,,,,,
REL,0.75,30,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,31,VALUE_PAM,-0.007012688730750405,,,,,
REL,0.75,31,RELATION_PAM,0.8083916347303698,,,,,
REL,0.75,31,RR_DIRECT,1.0,0.5,50.0,1.0,1.0,1.0
REL,0.75,32,VALUE_PAM,0.01423698650452321,,,,,
REL,0.75,32,RELATION_PAM,0.6103375462863788,,,,,
REL,0.75,32,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,33,VALUE_PAM,0.0016477722119694173,,,,,
REL,0.75,33,RELATION_PAM,1.0,,,,,
REL,0.75,33,RR_DIRECT,1.0,0.5,50.0,1.0,1.0,1.0
REL,0.75,34,VALUE_PAM,-0.008436593725283418,,,,,
REL,0.75,34,RELATION_PAM,1.0,,,,,
REL,0.75,34,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,35,VALUE_PAM,0.009686985172981877,,,,,
REL,0.75,35,RELATION_PAM,0.966664391091358,,,,,
REL,0.75,35,RR_DIRECT,1.0,0.3333333333333333,50.0,1.0,1.0,1.0
REL,0.75,36,VALUE_PAM,-0.008173084845189249,,,,,
REL,0.75,36,RELATION_PAM,0.778416246666086,,,,,
REL,0.75,36,RR_DIRECT,1.0,0.8333333333333334,50.0,1.0,1.0,1.0
REL,0.75,37,VALUE_PAM,-0.008078164241883587,,,,,
REL,0.75,37,RELATION_PAM,0.870020056308321,,,,,
REL,0.75,37,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
REL,0.75,38,VALUE_PAM,0.0016947716295229217,,,,,
REL,0.75,38,RELATION_PAM,1.0,,,,,
REL,0.75,38,RR_DIRECT,1.0,0.5,50.0,1.0,1.0,1.0
REL,0.75,39,VALUE_PAM,0.046574903969270165,,,,,
REL,0.75,39,RELATION_PAM,1.0,,,,,
REL,0.75,39,RR_DIRECT,1.0,0.6666666666666666,50.0,1.0,1.0,1.0
VALUE,0.25,0,VALUE_PAM,0.26094262227567006,,,,,
VALUE,0.25,0,RELATION_PAM,0.7490018832391714,,,,,
VALUE,0.25,0,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,1,VALUE_PAM,0.13976578591184605,,,,,
VALUE,0.25,1,RELATION_PAM,0.636952571068069,,,,,
VALUE,0.25,1,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,2,VALUE_PAM,0.12895466290815127,,,,,
VALUE,0.25,2,RELATION_PAM,0.5338650295194961,,,,,
VALUE,0.25,2,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,3,VALUE_PAM,0.24370816032539616,,,,,
VALUE,0.25,3,RELATION_PAM,0.8700188323917137,,,,,
VALUE,0.25,3,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,4,VALUE_PAM,0.21221695629278567,,,,,
VALUE,0.25,4,RELATION_PAM,0.966664391091358,,,,,
VALUE,0.25,4,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,5,VALUE_PAM,0.2607756134879068,,,,,
VALUE,0.25,5,RELATION_PAM,0.4856828090130978,,,,,
